crop_idx,soil_idx,irrigation,day_of_year,rain_7d,has_dry_gap,temp_mean,success
3,0,0,325,51.2,1,22.9,0
0,1,1,127,69.4,1,26.5,1
3,2,0,343,4.4,1,20.1,0
4,0,0,201,0.4,1,28.6,0
0,0,0,149,34.1,0,34.4,1
1,1,0,187,36.0,0,28.2,1
0,0,0,141,9.5,1,24.4,0
0,1,0,169,34.0,0,26.3,1
3,0,0,334,3.1,0,20.9,0
1,1,0,139,4.5,1,26.6,0
3,1,1,311,13.2,0,16.3,1
0,0,0,185,18.7,1,28.5,0
2,1,0,214,32.9,0,27.0,1
2,2,0,206,21.7,0,28.3,1
4,0,0,147,51.9,0,26.9,1
0,2,1,188,0.9,1,27.6,0
4,1,0,201,20.2,1,22.6,0
2,0,0,177,5.7,0,28.7,0
2,0,0,191,78.1,0,25.1,1
1,2,0,183,8.9,1,26.2,0
4,2,1,158,62.9,0,24.2,1
1,1,0,154,0.8,0,28.4,0
3,2,0,332,4.2,0,23.4,1
0,1,1,158,35.8,1,29.3,0
4,0,0,202,5.6,1,32.9,0
2,0,0,188,6.3,1,30.0,0
2,1,1,139,6.5,1,22.6,0
3,2,1,325,6.0,0,20.3,1
2,2,1,183,31.2,1,28.8,1
2,1,1,139,5.2,0,29.3,0
1,1,0,169,7.4,1,25.7,0
1,1,0,194,40.8,0,33.0,1
3,0,1,319,0.1,0,21.3,0
4,1,1,200,40.8,0,25.3,1
0,2,0,174,64.0,0,31.4,1
0,2,1,203,3.7,1,25.7,0
4,2,1,213,26.4,1,25.7,1
2,1,1,160,39.2,0,27.1,1
3,0,1,346,8.5,0,20.6,0
3,1,1,328,3.0,0,15.5,0
2,0,0,165,61.3,0,32.9,1
0,0,0,147,9.2,1,32.9,0
0,2,0,142,39.0,0,32.0,1
1,1,1,157,32.9,1,30.0,1
3,0,0,341,10.3,0,14.7,1
3,2,0,317,33.8,0,25.8,1
2,1,0,179,4.1,1,29.9,0
0,2,0,206,15.4,0,28.1,0
1,0,0,175,17.7,0,30.1,0
3,0,1,328,0.2,0,23.5,1
0,1,1,226,124.4,0,29.9,1
1,0,0,244,43.1,1,28.6,1
1,1,0,125,24.9,1,23.0,0
0,2,0,200,39.8,0,30.1,1
1,2,1,141,71.3,0,26.1,1
4,1,0,156,49.1,0,28.0,1
2,2,0,182,12.8,1,30.2,0
1,2,0,181,9.8,0,34.0,0
2,0,1,174,58.4,1,21.0,1
1,0,1,186,4.8,0,27.4,1
2,0,1,194,4.8,0,28.6,0
3,1,0,306,0.5,1,24.2,0
0,2,0,191,29.8,1,32.6,1
0,1,0,190,51.1,1,30.8,1
2,1,0,173,18.1,0,25.4,0
1,2,0,186,105.1,1,31.1,1
3,2,1,344,18.3,0,22.6,1
3,0,1,311,28.3,0,19.4,1
2,0,0,163,76.3,0,27.2,1
4,0,1,188,3.6,1,26.3,0
4,0,1,176,14.3,1,28.9,0
2,2,0,179,3.9,0,24.1,1
1,0,1,206,4.4,1,29.0,0
0,0,0,185,10.2,0,26.3,1
4,2,0,192,28.9,0,26.3,1
3,2,0,266,14.8,1,17.1,0
4,1,0,192,13.0,1,33.0,1
4,1,1,218,30.6,1,26.5,1
1,0,0,188,20.8,1,31.2,0
2,2,1,215,116.8,0,28.2,1
1,1,0,208,39.7,0,28.5,1
3,0,0,338,12.9,0,23.7,1
0,0,1,194,20.9,1,33.5,1
1,1,1,162,11.4,1,31.4,0
4,2,0,204,119.3,0,31.7,0
3,2,0,291,17.0,0,22.1,0
2,2,0,172,9.7,0,28.9,0
1,1,1,180,26.7,0,28.1,1
0,1,0,203,38.9,1,28.8,1
3,2,1,332,25.5,1,20.0,1
4,1,0,196,84.5,0,30.6,1
4,0,1,181,34.8,1,27.4,1
4,1,0,171,35.3,1,32.7,1
3,0,0,360,11.0,0,18.6,1
0,2,1,173,22.9,1,22.4,0
2,2,1,160,42.3,1,34.1,1
4,1,0,191,75.4,0,30.5,1
2,2,0,141,46.4,0,29.4,1
3,1,0,319,3.3,1,19.8,0
4,1,0,182,42.7,1,33.4,0
3,2,0,309,3.8,0,24.0,0
1,0,0,168,3.2,1,31.2,0
3,2,0,325,27.4,1,17.9,0
3,0,0,335,24.8,0,17.6,0
0,1,0,178,11.3,0,30.9,1
3,2,0,348,3.9,0,15.8,0
3,2,0,327,4.6,1,20.5,0
4,0,1,199,19.6,1,28.2,1
2,0,1,198,65.8,0,26.8,1
2,0,0,175,30.1,1,25.6,0
2,1,0,190,20.8,0,33.5,1
0,2,0,178,54.0,1,27.5,1
1,0,0,216,175.7,0,30.5,1
1,2,1,200,25.0,1,30.9,1
1,2,0,226,93.4,0,31.5,1
1,1,0,142,22.7,1,26.3,0
1,0,1,182,28.2,0,26.5,1
2,0,0,177,10.2,1,25.4,0
2,0,0,195,14.8,0,29.4,0
1,2,0,175,40.6,0,24.6,1
2,0,1,184,79.1,0,29.3,1
2,1,1,162,21.2,1,32.3,0
1,2,0,223,8.1,1,34.1,0
0,1,0,191,3.7,1,32.3,0
1,0,0,150,110.6,1,27.4,0
0,0,1,163,25.6,1,24.2,0
1,1,0,191,16.6,0,32.3,1
1,1,0,209,63.6,0,22.5,1
1,2,0,185,65.6,0,32.7,1
4,0,1,185,60.2,0,30.2,1
0,1,0,178,90.2,1,32.2,1
4,0,1,185,44.3,0,29.1,1
2,2,1,152,0.2,1,27.9,0
0,1,0,217,23.3,0,27.7,1
0,0,0,186,4.1,0,28.2,0
3,1,0,351,0.5,1,21.5,0
0,0,0,175,122.8,0,27.2,0
4,0,0,152,29.7,1,32.1,1
0,0,0,171,52.5,0,28.8,1
1,2,0,154,17.3,1,32.3,0
2,2,0,197,36.3,1,24.9,1
1,1,0,132,156.0,0,22.7,1
1,2,0,159,16.9,1,28.7,0
2,1,1,181,111.5,0,21.8,1
1,2,0,208,8.5,1,24.0,0
4,2,1,191,5.3,1,27.8,1
3,1,0,340,0.6,0,24.9,1
3,0,0,349,2.0,1,21.0,0
2,0,1,213,5.9,1,27.5,1
0,1,1,169,13.9,1,30.2,1
2,1,1,177,52.2,0,24.0,1
0,2,0,171,50.7,1,32.5,0
2,0,0,203,0.5,1,33.2,0
1,0,0,182,40.1,0,28.3,0
0,0,1,172,30.8,1,24.7,1
1,0,0,144,27.2,0,31.4,1
1,0,1,138,17.4,1,29.6,1
2,1,0,165,133.4,0,32.4,1
4,2,0,227,25.5,1,21.2,0
1,0,1,140,108.5,0,29.4,1
1,1,0,189,85.6,0,31.9,1
1,0,1,177,21.6,1,26.1,0
3,0,1,279,1.1,1,23.5,0
4,2,1,193,53.2,0,32.1,1
0,2,0,172,8.3,0,33.6,0
0,2,0,145,2.1,1,21.2,0
1,1,0,159,17.5,0,30.4,1
4,1,1,164,5.0,0,24.1,0
3,0,0,332,19.7,0,22.4,1
1,1,1,175,10.1,0,22.7,1
2,1,0,156,157.3,1,23.1,1
4,2,0,172,21.9,1,30.7,0
4,1,1,161,108.3,0,24.0,1
4,0,0,209,1.8,1,28.4,0
3,1,0,324,13.7,1,18.5,0
3,0,0,339,10.4,1,16.7,0
2,1,0,223,53.7,0,24.9,0
4,0,0,178,4.5,1,28.2,0
4,0,0,159,56.7,1,27.2,0
3,1,0,303,17.4,1,19.0,0
2,1,0,185,23.9,0,25.4,1
3,0,0,270,5.9,1,14.9,0
0,0,1,157,84.0,0,24.6,1
3,0,0,347,23.6,1,23.3,1
1,1,0,241,2.9,0,26.2,0
4,2,1,197,58.2,0,24.8,1
1,1,1,154,6.3,0,21.8,0
1,0,0,184,90.3,0,28.7,1
1,2,1,175,26.8,1,31.6,1
2,0,0,142,32.3,1,27.7,1
3,1,1,305,25.8,0,22.4,1
2,2,0,182,89.0,0,22.9,1
3,2,0,320,14.3,0,21.8,1
4,1,0,166,48.8,0,29.1,1
2,1,1,163,32.9,1,27.9,1
1,2,0,183,43.6,0,27.2,1
0,0,1,186,91.2,1,30.0,1
3,1,0,306,11.9,0,17.7,1
3,2,0,334,16.5,1,21.5,0
4,0,0,173,3.4,1,29.5,0
0,2,0,174,2.0,1,27.2,0
3,1,1,306,2.0,1,17.8,0
4,2,0,175,15.6,1,29.3,0
4,1,0,118,6.9,1,24.6,0
4,1,0,178,41.1,0,27.3,1
1,1,0,192,108.9,0,26.1,0
0,0,0,162,28.6,0,34.5,0
4,1,1,166,13.7,1,30.3,1
4,1,0,184,191.9,0,19.2,0
3,0,0,355,2.9,0,17.0,0
3,1,1,318,1.4,0,20.3,1
4,2,0,144,40.8,1,29.0,0
1,0,0,150,20.9,0,27.5,0
4,2,0,141,18.5,1,28.3,0
2,1,0,163,112.5,0,24.1,1
3,0,1,345,6.7,0,21.4,0
0,1,1,245,83.2,0,32.6,1
3,1,1,316,1.0,1,20.1,1
0,2,0,220,23.4,1,25.7,0
0,2,1,216,58.7,1,34.6,1
0,0,1,118,33.2,0,28.0,1
4,1,1,175,33.2,1,28.9,1
2,0,0,183,14.5,1,32.7,0
2,0,0,166,11.6,1,25.1,1
3,2,0,330,10.3,0,23.7,0
4,0,0,172,221.2,0,30.6,1
4,1,0,186,29.4,1,24.3,0
0,0,0,214,6.1,1,31.0,0
0,1,1,208,2.8,1,27.4,0
0,2,0,185,62.5,0,33.2,0
0,1,0,247,33.5,1,25.7,0
1,1,1,170,29.2,1,26.6,1
4,0,0,156,29.0,1,25.1,0
3,1,0,288,25.9,0,19.7,1
4,0,0,153,10.6,1,23.8,0
1,2,1,227,107.4,1,24.6,1
0,2,1,190,5.7,1,24.7,0
2,1,0,216,17.0,0,24.8,0
1,2,0,198,3.2,1,25.5,0
4,0,0,172,135.4,0,26.2,1
3,2,0,318,14.5,0,17.1,1
2,1,1,159,7.5,1,33.7,1
3,2,1,316,7.4,0,19.8,1
4,2,0,210,0.6,1,28.8,0
0,0,0,163,22.8,1,27.1,0
3,1,1,331,0.5,0,17.6,0
0,1,0,186,42.5,0,23.7,1
1,1,0,202,39.7,0,24.5,1
2,0,0,127,108.3,0,26.7,1
1,1,0,204,10.7,0,30.8,1
1,1,0,175,86.2,0,27.5,1
2,1,0,184,83.5,0,32.9,1
1,1,1,193,54.7,0,30.7,1
2,2,0,203,70.9,1,21.4,1
0,2,0,179,12.8,1,28.9,0
4,1,0,191,15.4,1,25.7,1
0,2,0,185,64.2,0,30.5,0
1,2,0,178,13.2,1,26.2,0
0,0,1,186,20.2,0,28.6,1
2,1,0,211,0.9,1,27.1,0
0,0,1,171,5.6,1,27.2,0
2,2,0,187,23.1,1,23.8,0
2,2,1,147,7.1,0,26.7,1
2,2,0,187,19.8,1,28.1,0
1,2,0,227,19.1,1,29.4,0
4,0,0,188,110.0,1,22.6,1
2,0,0,154,27.9,0,28.3,1
4,0,0,167,29.5,1,31.1,0
0,0,0,202,6.8,1,24.4,1
4,0,1,167,9.0,0,29.1,1
0,2,0,202,11.5,1,32.0,0
1,1,0,132,13.8,1,27.8,0
2,1,1,218,67.9,0,26.2,1
4,1,1,177,39.8,0,27.3,1
2,1,0,181,81.0,0,18.2,0
3,0,0,299,5.8,0,18.4,0
3,0,1,344,9.2,1,26.3,0
0,1,0,212,3.1,0,30.3,0
2,0,0,149,34.5,0,29.4,1
0,0,1,217,16.2,1,29.0,1
3,2,0,355,17.5,1,22.8,0
3,0,0,333,2.8,0,23.9,0
2,2,1,131,11.7,1,27.2,0
2,2,0,166,8.0,1,29.4,0
0,2,0,119,112.6,0,29.6,1
0,0,0,188,49.2,0,28.7,0
4,1,0,169,53.7,0,29.6,0
4,2,0,189,26.1,0,34.4,0
2,0,0,157,14.9,0,32.1,1
3,0,0,270,96.2,0,26.8,1
0,0,0,184,7.5,1,31.5,1
2,1,1,156,8.5,0,28.7,1
2,0,1,166,20.6,1,25.4,1
3,1,0,348,3.1,1,18.3,0
3,1,0,330,13.9,0,21.6,1
3,2,0,311,8.5,0,19.5,0
0,1,1,210,4.6,1,31.6,1
2,1,1,138,12.6,1,22.8,1
1,2,1,167,22.2,1,31.1,1
0,0,0,200,28.2,1,34.1,1
4,0,1,192,1.9,0,29.0,0
2,1,0,209,28.4,1,22.1,0
1,2,0,181,27.0,1,30.6,1
2,1,1,157,5.0,0,29.6,0
1,1,0,169,88.6,1,22.8,1
2,2,0,167,22.4,1,26.1,1
4,2,0,159,75.9,0,24.2,1
1,0,1,212,162.1,0,28.5,1
0,0,0,188,21.2,1,31.8,0
3,2,0,312,33.0,1,21.1,0
4,2,1,158,39.2,0,25.5,1
2,1,0,145,24.2,1,23.8,0
4,1,0,208,28.5,1,35.8,0
2,2,1,195,40.7,0,23.0,1
1,1,0,173,125.5,0,26.3,1
4,1,0,189,66.3,1,27.4,1
4,1,0,187,12.0,1,28.2,0
3,0,1,328,1.1,1,17.8,0
4,2,1,227,49.6,0,22.3,1
0,2,1,152,53.9,0,27.0,1
2,2,1,150,25.0,1,26.8,1
0,0,0,159,84.1,1,30.1,1
1,2,0,185,37.1,0,25.8,1
3,0,1,301,3.2,0,18.5,0
3,0,0,346,17.9,1,20.9,1
0,1,0,184,49.8,0,25.2,1
3,1,1,325,33.3,0,21.6,1
2,0,1,146,10.6,0,24.9,0
4,2,1,153,10.2,1,30.9,0
3,0,1,336,19.8,1,21.5,1
3,1,0,313,6.8,0,23.0,0
2,1,0,188,10.3,0,23.8,0
4,1,0,166,127.4,0,25.6,1
1,2,0,179,17.8,0,26.2,0
0,1,0,189,62.3,0,28.4,1
3,2,1,314,15.6,1,20.8,1
2,0,1,164,18.6,1,30.1,1
3,0,0,376,20.2,1,28.5,0
1,2,1,206,10.4,1,30.1,0
4,0,1,141,7.9,1,28.6,1
2,2,0,161,10.2,1,29.0,0
0,1,0,140,40.2,1,26.6,0
0,2,0,171,58.8,0,26.1,1
3,1,0,311,22.7,0,22.6,1
3,0,0,335,16.0,1,22.9,0
2,1,0,184,7.2,0,24.1,1
3,2,0,335,0.9,1,20.1,0
2,2,0,191,53.2,0,27.2,0
0,0,1,177,7.4,1,29.2,0
2,0,1,175,36.4,0,25.4,1
0,0,1,145,8.8,1,35.5,0
4,0,0,172,47.7,1,30.5,0
1,1,0,174,3.8,1,25.0,0
0,2,0,164,3.8,0,26.7,0
2,2,0,174,86.6,0,31.8,1
3,1,0,333,2.7,0,16.4,1
4,0,1,202,14.4,0,31.8,1
2,2,1,225,29.9,0,26.1,1
3,1,0,345,26.3,0,20.0,1
0,0,0,152,0.9,0,28.3,0
2,0,0,165,7.4,1,27.2,1
0,0,0,145,0.7,1,28.8,0
0,0,0,175,77.7,0,28.6,1
4,2,0,174,9.8,1,23.4,0
1,2,1,189,31.5,0,24.5,1
3,1,0,307,7.3,1,19.4,0
0,1,0,177,19.1,1,29.7,0
2,2,0,187,46.5,0,30.2,1
2,1,0,202,7.2,0,23.2,0
4,1,1,178,6.8,0,25.3,1
2,0,0,172,8.5,1,22.2,0
0,1,0,226,12.9,0,27.0,1
3,2,0,326,7.6,0,26.5,0
2,2,0,177,35.7,1,27.6,1
0,2,1,205,0.5,0,29.1,1
1,2,0,95,13.0,1,26.4,0
4,2,1,181,61.8,0,24.0,0
3,2,1,306,16.7,1,14.6,1
3,0,1,256,14.8,0,20.0,1
3,1,0,289,1.9,0,21.7,0
1,1,0,207,91.1,0,27.6,1
2,1,1,181,5.2,1,31.4,0
2,0,0,208,138.6,0,26.9,0
2,2,1,208,13.6,1,31.6,1
4,1,0,191,5.7,1,33.2,0
3,2,1,313,1.2,0,22.4,0
1,0,0,175,26.7,1,31.3,0
3,1,1,344,7.7,1,20.2,0
2,2,1,163,1.0,1,20.6,0
3,2,1,321,9.3,1,26.9,1
0,2,0,185,46.9,0,24.2,1
4,2,1,164,7.1,0,23.4,1
0,0,1,154,19.7,1,27.3,1
2,1,0,160,17.6,1,25.4,0
2,1,0,181,30.6,1,27.3,0
4,1,0,230,47.2,0,29.7,0
2,1,1,166,23.7,1,27.8,1
2,2,1,201,44.6,0,34.1,1
1,2,1,164,30.5,1,30.8,1
2,2,1,193,101.1,0,36.4,1
2,2,1,190,42.9,1,29.1,1
1,0,1,149,1.3,1,31.7,0
4,2,0,198,88.6,0,28.6,1
2,2,0,170,4.3,1,28.9,0
3,0,0,306,18.7,0,20.7,1
1,0,0,158,45.3,0,33.9,0
4,0,0,198,121.9,0,33.0,0
4,1,0,213,43.0,0,25.9,1
4,1,1,174,44.5,0,30.3,1
0,1,1,196,21.5,0,26.2,0
1,2,0,180,35.6,0,23.9,0
3,0,0,353,0.5,1,24.8,0
0,2,1,189,89.4,0,31.6,1
2,2,0,204,41.2,0,38.2,0
4,2,0,183,16.7,0,31.5,0
4,2,1,165,9.6,0,29.1,0
1,2,0,208,103.4,0,23.9,1
1,0,0,167,22.1,1,28.1,0
2,0,0,174,17.5,0,26.8,1
2,0,1,155,22.2,1,22.8,1
2,0,0,206,20.3,0,31.4,0
0,2,0,145,70.7,0,30.1,1
1,2,0,213,37.2,0,35.0,1
4,0,1,165,24.2,1,22.7,1
0,0,1,193,14.9,0,33.0,1
2,2,0,131,50.8,1,23.7,0
3,1,0,313,1.7,0,20.0,0
2,2,0,164,141.7,0,32.2,1
1,0,1,160,63.1,1,37.9,0
4,1,0,199,0.6,0,26.5,0
1,1,0,168,15.1,0,29.9,0
4,1,0,223,5.3,1,30.9,0
0,0,0,147,7.5,1,31.8,0
4,1,0,194,13.2,0,26.6,0
4,1,0,202,105.2,1,27.0,1
4,1,0,185,16.2,1,22.8,0
4,1,1,153,145.3,1,30.4,1
3,0,0,296,2.7,1,20.0,0
1,1,1,193,3.0,1,23.7,1
1,0,1,169,44.1,0,28.1,0
2,1,1,176,61.9,0,29.6,1
2,2,0,161,16.9,0,26.6,0
1,1,0,143,38.7,0,23.5,1
2,1,1,182,53.3,0,29.1,1
4,0,1,166,33.3,0,24.2,1
0,0,0,159,4.0,1,29.6,0
1,0,0,191,0.7,0,34.9,0
1,1,0,185,57.4,0,31.2,1
4,1,0,161,26.2,1,25.8,0
4,1,1,181,75.5,0,26.6,1
4,2,0,189,7.8,0,27.9,0
0,1,0,192,46.6,1,31.5,0
2,2,0,155,17.0,1,26.9,0
0,1,0,168,43.9,0,21.4,1
3,0,0,312,15.7,1,17.3,0
0,2,0,182,12.0,1,25.4,0
3,1,0,287,10.7,0,21.0,1
1,2,0,212,59.3,1,28.0,0
3,1,0,339,19.5,0,25.4,1
3,0,1,335,16.0,0,21.1,0
0,2,0,195,15.9,1,30.2,0
2,0,1,161,22.1,1,30.2,1
0,2,0,140,5.7,0,24.7,1
1,0,0,174,7.6,1,24.5,0
2,2,1,172,93.6,0,28.2,1
0,0,0,158,71.1,0,28.0,1
0,1,0,149,0.3,1,28.5,0
4,1,0,196,57.9,0,24.8,1
4,1,0,221,32.5,1,29.1,1
4,0,0,182,47.0,1,34.0,0
3,0,0,303,3.4,0,18.8,0
1,1,0,185,85.3,1,30.1,0
3,2,0,331,30.2,0,22.0,1
4,1,0,163,31.3,1,31.9,0
2,1,0,181,51.2,1,19.4,1
0,0,1,133,18.5,1,25.3,0
0,0,1,199,35.6,1,26.9,1
0,2,0,224,25.0,1,19.7,0
0,2,1,202,98.0,0,29.5,1
0,1,1,165,55.7,0,28.3,1
4,0,1,220,27.7,0,26.6,1
0,0,1,176,1.1,1,27.7,0
0,2,1,156,7.0,1,33.1,1
3,0,0,316,5.5,1,27.5,0
2,2,1,210,17.0,1,29.5,0
2,2,0,213,30.6,0,31.1,1
3,2,0,326,1.1,1,22.4,0
1,2,0,207,7.5,1,21.5,0
0,1,0,146,24.5,0,22.8,0
1,1,0,206,22.5,1,28.7,1
3,1,0,359,5.5,0,24.9,0
4,0,0,183,3.6,1,28.5,0
2,1,1,183,4.8,1,22.6,0
2,1,0,106,10.6,1,23.0,0
4,1,0,156,18.4,0,26.1,1
0,1,1,196,47.5,0,24.8,1
1,2,1,156,59.9,1,24.8,0
0,1,0,204,97.5,0,30.8,1
1,0,0,178,19.7,1,33.9,0
4,1,1,208,14.0,0,24.9,1
2,0,0,172,15.1,1,31.4,0
1,2,0,202,28.9,1,25.3,1
3,2,0,302,1.1,0,19.0,0
0,2,0,187,13.6,1,23.1,0
2,1,0,209,3.3,0,22.3,1
2,2,0,189,186.1,0,24.2,1
3,0,1,333,4.0,1,19.9,1
1,2,0,198,35.7,0,26.2,0
1,1,0,191,87.3,0,23.9,1
1,2,0,140,0.6,1,35.0,0
2,0,1,170,57.8,0,26.6,1
3,2,0,332,12.3,1,18.8,0
2,1,1,214,62.5,0,32.1,1
0,0,0,146,2.9,0,30.1,0
2,1,0,194,5.9,1,32.5,0
4,1,0,145,27.2,0,22.4,0
4,1,0,179,36.6,0,28.3,0
1,2,0,169,115.6,0,28.6,1
3,0,1,279,6.8,0,22.9,1
0,2,0,198,30.9,1,25.2,0
0,2,1,129,11.4,0,30.1,0
4,0,1,130,50.8,0,26.6,1
4,2,1,142,0.1,1,25.5,0
1,2,0,159,38.8,0,27.7,1
0,2,0,255,22.8,1,32.1,0
0,2,0,176,0.1,1,31.9,0
1,1,0,182,64.6,1,26.9,0
3,2,1,296,3.5,0,23.1,0
0,0,1,202,88.5,0,25.9,1
0,0,0,171,24.2,1,27.1,0
3,0,0,314,9.1,0,21.9,1
1,0,0,170,17.9,0,27.6,1
2,0,0,188,29.2,1,28.6,1
3,1,0,324,10.9,1,21.2,0
0,2,0,178,25.3,1,28.3,0
0,1,0,165,15.6,1,21.6,0
0,1,0,177,70.5,0,23.1,1
3,0,0,346,28.9,1,16.3,0
1,1,1,146,74.9,0,28.4,1
4,0,0,174,3.5,0,25.3,1
0,1,0,179,7.4,1,34.9,0
4,2,0,154,97.7,0,33.0,0
1,0,0,190,3.9,1,29.1,0
3,2,1,283,20.2,0,21.7,0
0,2,0,182,9.1,1,28.4,0
3,1,1,291,2.8,0,20.4,0
1,1,1,172,38.4,0,36.9,1
1,1,0,164,2.3,0,26.9,0
4,0,1,142,56.0,0,28.5,1
1,2,0,175,72.5,0,23.8,0
2,0,0,150,37.8,1,36.4,0
1,0,0,186,4.1,0,23.0,0
3,0,0,307,5.7,0,21.5,0
2,2,0,191,7.9,0,30.3,0
1,0,0,225,4.9,1,29.1,0
3,0,1,336,71.3,1,26.6,1
2,0,0,207,11.2,1,19.3,0
2,0,0,156,34.3,1,32.4,1
3,0,0,291,23.7,0,20.8,1
2,1,0,152,18.8,1,30.1,0
0,1,0,163,1.3,1,22.6,0
2,1,0,167,23.0,0,32.0,0
1,0,1,184,1.1,1,32.6,0
2,2,0,189,16.4,1,35.5,0
1,1,0,198,93.1,0,30.3,1
2,1,0,188,3.0,0,34.9,0
1,2,0,180,41.9,0,26.9,0
1,2,0,197,9.3,0,27.8,0
3,0,1,342,3.2,1,24.1,0
2,0,0,191,1.7,1,33.3,0
2,1,0,146,48.7,0,25.4,1
1,1,1,171,52.9,0,35.2,1
1,2,0,212,13.1,1,27.4,0
2,0,1,204,41.5,0,27.6,1
0,1,1,229,47.8,0,25.7,1
1,2,0,191,14.9,0,28.9,1
4,1,0,214,17.5,1,30.7,1
2,1,0,183,11.7,1,31.6,0
4,2,0,189,9.8,1,30.6,0
0,1,0,166,30.6,1,24.8,1
3,0,1,303,29.1,0,25.5,1
0,1,1,192,30.9,1,29.7,1
3,0,1,287,14.0,1,21.0,1
0,0,0,175,32.4,0,22.8,1
2,1,0,186,28.4,1,21.8,0
0,2,0,199,21.5,0,26.4,1
1,2,1,141,29.0,0,29.9,1
4,1,0,149,62.1,0,27.5,1
3,1,0,337,19.2,0,21.9,1
3,0,0,266,1.7,0,20.4,0
2,1,0,222,46.8,0,27.7,1
3,0,0,319,11.8,0,21.2,1
4,0,0,159,110.1,0,25.2,1
3,0,0,301,11.6,1,20.6,1
2,1,0,153,142.6,0,24.5,0
4,2,0,169,16.2,0,27.7,1
2,2,0,153,10.5,1,28.9,0
3,0,1,295,2.0,1,17.6,0
1,1,1,185,19.4,0,29.5,1
3,0,1,302,11.0,0,17.7,1
1,1,0,199,22.0,1,29.5,1
0,1,0,190,12.8,0,33.6,0
4,1,0,180,60.6,1,25.2,1
2,0,1,190,0.2,0,28.8,0
4,2,0,162,25.8,1,27.8,1
0,1,0,122,9.4,1,24.1,0
4,2,1,174,29.6,0,24.9,1
1,1,1,167,9.9,1,25.6,1
3,0,1,318,4.4,0,22.0,1
4,2,0,201,10.3,1,24.2,0
1,1,0,207,16.5,1,26.3,0
1,0,0,194,10.4,1,28.6,0
2,1,0,171,28.2,1,30.9,0
4,1,0,161,23.0,1,26.5,0
3,1,1,322,4.8,1,24.3,0
2,2,0,241,29.4,0,30.5,0
0,0,1,208,52.7,1,27.2,1
1,2,0,168,22.2,1,35.3,0
0,2,0,198,28.2,1,24.6,0
1,1,0,147,127.7,0,31.3,1
2,1,0,173,116.6,0,24.1,1
2,1,0,192,6.0,0,28.1,0
3,2,0,311,3.5,0,20.4,0
3,2,0,293,21.6,0,15.4,0
1,1,0,183,66.7,1,26.5,0
3,1,0,316,0.4,1,17.0,0
3,0,0,314,21.5,0,18.2,1
4,2,0,180,43.3,0,28.7,1
2,2,1,161,129.7,1,30.5,1
4,1,0,152,120.2,0,32.4,1
3,1,0,327,47.3,1,19.0,0
0,0,0,132,107.1,0,25.2,1
2,1,1,182,14.2,1,29.5,1
3,2,1,337,39.2,1,22.0,1
0,0,1,179,6.5,1,28.4,0
1,2,0,174,1.9,1,26.9,0
2,0,1,215,90.0,0,26.9,1
2,1,0,167,29.3,1,31.6,0
1,1,0,147,35.3,0,28.5,1
4,2,0,192,172.6,0,24.2,1
0,1,0,193,65.2,0,26.2,1
1,0,1,233,18.8,1,28.1,1
0,0,0,160,16.1,1,26.4,0
3,1,0,363,4.7,0,21.2,0
2,1,1,175,7.7,0,29.0,0
0,1,0,199,3.8,1,28.4,0
1,0,0,146,13.2,1,34.0,0
4,0,0,224,24.7,1,24.9,0
3,1,0,283,22.3,0,24.0,1
3,0,0,319,12.8,0,20.4,1
3,0,0,309,6.5,0,25.5,0
0,2,0,196,2.7,1,28.1,0
2,1,1,140,15.3,1,29.2,1
1,2,1,148,4.6,1,27.7,1
3,2,1,346,6.8,0,22.1,0
2,0,0,203,13.6,1,28.0,0
2,0,0,190,33.1,1,27.7,1
0,0,0,209,18.3,1,28.5,0
4,0,0,211,42.6,0,31.7,1
3,2,0,329,1.2,1,18.4,0
3,2,0,315,0.3,1,21.7,0
1,0,1,159,39.2,0,30.8,0
4,1,0,199,59.3,1,36.9,1
1,1,1,160,27.4,1,21.7,0
2,0,0,215,5.7,1,25.5,0
4,2,1,198,107.5,0,21.9,1
1,2,0,215,21.6,0,27.5,0
3,2,0,313,25.4,0,20.2,1
2,2,0,200,44.5,0,27.9,1
4,0,1,233,35.0,1,34.3,1
2,2,1,186,57.8,1,25.3,1
3,2,0,343,0.3,0,22.3,0
3,1,0,343,9.0,0,21.3,1
0,2,0,209,26.7,1,23.1,0
2,0,1,181,81.6,1,33.9,1
2,1,0,155,79.2,1,26.1,1
1,2,1,228,27.4,1,28.2,0
0,1,1,167,1.6,1,25.4,0
4,0,1,240,16.9,1,29.7,1
4,1,0,168,8.5,1,22.9,0
3,2,0,318,6.4,0,24.0,0
1,0,0,206,10.3,1,32.2,0
2,2,0,172,46.3,0,37.6,1
0,1,0,156,17.6,1,27.9,0
1,2,1,193,6.4,1,29.0,0
2,0,1,165,10.2,1,26.2,0
4,2,0,151,40.6,0,29.4,1
2,2,0,188,9.1,0,31.2,0
1,1,1,205,13.0,1,21.8,0
2,2,0,176,17.6,1,27.8,0
3,2,1,301,4.2,0,18.6,0
0,1,0,171,14.6,0,26.3,1
1,2,1,219,2.8,1,29.8,0
1,1,1,177,86.8,1,20.8,1
3,1,0,336,5.3,0,22.4,0
3,2,0,317,19.3,0,25.2,1
3,0,1,311,3.1,0,15.1,0
